,ward,total_households,total_individuals,target,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,dw_12,dw_13,psa_00,psa_01,psa_02,psa_03,psa_04,stv_00,stv_01,car_00,car_01,lln_00,lln_01,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_13,lan_14,pg_00,pg_01,pg_02,pg_03,pg_04,lgt_00,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,pw_07,pw_08,ADM4_PCODE,lat,lon,NL,source,city
1067,52804010: Ward 10,1596.26322,9345.71475,28.3391269267,0.5415177767,0.2803274575,0.1431197043,0.0,0.0017683487,0.0,0.0073516259,0.0039024642,0.0132762753,0.0046157989,0.0006408404,0.0034797081,0.0,0.0,0.4151383092,0.4263391615,0.0004976398,0.0218051048,0.1362197846,0.0964787249,0.9035212751,0.1663910229,0.8336089771,0.0572950995,0.9427049005,0.0021203996,0.0081608065,0.0131145785,0.0006319581,0.9542250185,0.0017035465,0.0005011559,0.0049279751,0.0130725946,0.0002607077,0.0001303539,0.0001182039,0.0010327011,0.0,0.0,0.9973413612,0.0002607077,0.0008954318,0.0006106949,0.0008918044,0.8036294227,0.0236961295,0.0673963533,0.659398968,0.0853845896,0.0405697251,0.0526967413,0.070857493,0.0,0.0,ZA5284010,-28.8412155476,31.5165218923,8.7025140702,train,uMlalazi Local Municipality
1068,52804011: Ward 11,2964.04424,8344.54712,15.9835920668,0.811306811,0.0090226082,0.0727847436,0.0047709511,0.0390246908,0.0034857408,0.0325738492,0.0074906945,0.003977778,0.0088003646,0.0013662043,0.0053955639,0.0,0.0,0.3203501282,0.5377674133,0.0008663502,0.053090463,0.0879256453,0.3802091328,0.6197908672,0.4734538139,0.5265461861,0.2615695642,0.7384304358,0.0441233041,0.2478130629,0.0089120091,0.0033326003,0.6681842393,0.0011829318,0.002043894,0.0051719835,0.0033285389,0.0003105381,0.0,0.00112124,0.0135169481,0.0,0.0009587099,0.7404175087,0.0818827589,0.0429542868,0.1305203176,0.004225128,0.9702987362,0.8775655488,0.1058462677,0.0017483477,0.0015517987,0.0009718175,0.0009893543,0.0113268654,0.0,0.0,ZA5284011,-28.8887456272,31.4606516757,10.487525617,train,uMlalazi Local Municipality
1069,52804012: Ward 12,1818.95806,5637.60768,26.2520351899,0.8189602513,0.0319350409,0.0026659713,0.0,0.0374229189,0.0,0.0108555224,0.008956985,0.0643886314,0.0162167895,0.0009894676,0.0076084217,0.0,0.0,0.3176571432,0.5437325926,0.0,0.0365272136,0.1020830506,0.2420183619,0.7579816381,0.2242029484,0.7757970516,0.1307215462,0.8692784538,0.0075760309,0.0196731196,0.0163636378,0.0020068601,0.9373219759,0.0037133818,0.0010865247,0.0055429841,0.0044881325,0.0,0.0002105609,0.0002105609,0.0018062307,0.0,0.0,0.9949186407,0.0018869387,0.0010277072,0.0004311758,0.0017355376,0.836209621,0.5991604391,0.296736204,0.0493876478,0.0260481432,0.0005941368,0.0036454606,0.0244279684,0.0,0.0,ZA5284012,-28.8887265405,31.4956643176,10.5563024961,train,uMlalazi Local Municipality
1070,52804013: Ward 13,2649.52027,9064.50245,34.1334067242,0.7002605909,0.1275872179,0.0542563919,0.0024149051,0.0010871817,0.0004061905,0.0014933722,0.0379409703,0.0651593732,0.0052668629,0.0,0.0041269433,0.0,0.0,0.3597858159,0.4803112928,0.0002450978,0.0422112468,0.1174465467,0.077728709,0.922271291,0.0992801463,0.9007198537,0.0361897892,0.9638102108,0.0055507095,0.0118114337,0.0102886055,0.0010291629,0.94183647,0.001280655,0.0009200119,0.007943313,0.0075040743,0.0013260209,0.0002687958,0.0014706709,0.0087700765,0.0,0.0,0.9898525771,0.0046174415,0.0003867725,0.0013205468,0.0038226621,0.7686232761,0.1580595871,0.4435264841,0.2262797861,0.0514544356,0.0250044888,0.0450228675,0.0506523507,0.0,0.0,ZA5284013,-28.894104377,31.5070016089,10.4726201256,train,uMlalazi Local Municipality
1071,52804014: Ward 14,1489.61984,8711.38736,41.669631629,0.2827455426,0.643366968,0.0489617807,0.0021704397,0.0021346856,0.0,0.0014449458,0.0006867188,0.0021704397,0.0,0.0006867188,0.0156317601,0.0,0.0,0.454405096,0.2936567121,0.000400089,0.0957500012,0.1557881017,0.013264391,0.986735609,0.0777503809,0.9222496191,0.0097728827,0.9902271173,0.0014824481,0.0048234774,0.013979818,0.0002796914,0.9634948342,0.0013437217,0.0001398457,0.0060239532,0.0081525189,0.0002796914,0.0,0.0,0.0,0.0,0.0,0.9977418442,0.000530229,0.0007866612,0.0003910261,0.0005502396,0.0499065788,0.0144695978,0.0449124926,0.1674291677,0.0566157604,0.037749994,0.2174537767,0.4613692108,0.0,0.0,ZA5284014,-28.8728059275,31.5841185863,4.6776146871,train,uMlalazi Local Municipality
1072,52804015: Ward 15,1877.7661,9463.19809,34.0321448981,0.4391224019,0.4706408056,0.0337676455,0.0005731332,0.0,0.0,0.0090683073,0.0280482537,0.0073801258,0.0011202993,0.0009584793,0.0093205485,0.0,0.0,0.3787495174,0.4655167342,0.0002585067,0.0223423676,0.1331328741,0.0400355454,0.9599644546,0.0873640705,0.9126359295,0.0183241353,0.9816758647,0.0032321357,0.0147114283,0.0138594119,0.0022348999,0.9577270605,0.0002412292,0.0007498596,0.0034549451,0.0023415794,0.0,0.0002331094,0.0003229564,0.0008913847,0.0,0.0,0.9961021095,0.0011051275,0.0007577586,0.0008111402,0.0012238643,0.4072454711,0.0666211516,0.1871827647,0.3081920107,0.0777557439,0.0425564718,0.0845293511,0.2331625062,0.0,0.0,ZA5284015,-28.9618006641,31.472341141,7.2231831082,train,uMlalazi Local Municipality
1073,52804016: Ward 16,2088.84453,11850.42068,28.9524108336,0.5913950666,0.3207380302,0.0500185478,0.002150385,0.0010049384,0.0,0.0016287043,0.0050382112,0.0015201562,0.0,0.0015478079,0.0249581523,0.0,0.0,0.399195425,0.4206209994,0.0005702709,0.0294192062,0.1501940984,0.0686347107,0.9313652893,0.1055415407,0.8944584593,0.0283204753,0.9716795247,0.0031671677,0.0123689634,0.0104608717,0.0010213013,0.9568799038,0.00222437,0.0014987038,0.0101380173,0.0015513551,9.14e-05,0.0001908945,0.0,0.0004070547,0.0,0.0,0.9968414176,0.0008892258,0.0012833106,0.0004845912,0.0005014548,0.6213817885,0.0394710563,0.3455944852,0.351163995,0.091087655,0.0669675976,0.0869527901,0.0187624208,0.0,0.0,ZA5284016,-28.9335364531,31.5545922174,6.3113525387,train,uMlalazi Local Municipality
1074,52804017: Ward 17,1256.68386,6870.97562,31.3925683744,0.7441887015,0.2061104931,0.0154350116,0.0016280149,0.0,0.0,0.0083825378,0.0090080333,0.0033939164,0.0009944347,0.0,0.0108588567,0.0,0.0,0.3201183706,0.4984567665,0.0001635255,0.0429643833,0.1382969541,0.0656505527,0.9343494473,0.1223433076,0.8776566924,0.0247812127,0.9752187873,0.0041232529,0.0172584443,0.0148153604,0.001013335,0.9508956008,0.001860762,0.0001657115,0.005382291,0.0008310974,0.0,0.0001773038,0.0001780169,0.0032988241,0.0,0.0,0.9940113032,0.0018411839,0.0010342883,0.0016926548,0.0014205697,0.4117482499,0.148150729,0.3199768079,0.3559842091,0.0925328268,0.0073069212,0.0061011287,0.0699473772,0.0,0.0,ZA5284017,-28.9626973157,31.5952783858,5.3779581299,train,uMlalazi Local Municipality
1075,52804018: Ward 18,1303.21032,3928.34369,22.1940707161,0.7504137705,0.1955649338,0.0162255314,0.0071334994,0.0030794722,0.0,0.002339983,0.0030395861,0.0104780708,0.007774409,0.0013810511,0.0025696927,0.0,0.0,0.3030551586,0.5181175835,0.0,0.0728864409,0.105940817,0.1707525459,0.8292474541,0.2176575842,0.7823424158,0.1213364471,0.8786635529,0.0143873715,0.176469175,0.0164245379,0.0070624498,0.7198435557,0.0031158119,0.0029353389,0.0073221343,0.022076355,0.0008972917,0.0006991114,0.004765609,0.0240012579,0.0,0.0,0.8294156182,0.0361062094,0.1103518924,0.0174145328,0.0067117473,0.8805427201,0.316533029,0.3448097541,0.1163863865,0.0473300426,0.0056491649,0.0805896933,0.0887019296,0.0,0.0,ZA5284018,-29.0226904429,31.5904839261,6.1375537435,train,uMlalazi Local Municipality
1076,52804019: Ward 19,1899.83081,7250.07367,16.8700753937,0.84464824,0.0259265719,0.0244973025,0.0381683198,0.0223034808,0.0075260281,0.0060834733,0.0032668225,0.0081703749,0.0010527253,0.0064376417,0.0119190193,0.0,0.0,0.1828101534,0.6462749902,0.0,0.037279315,0.1336355414,0.4005411461,0.5994588539,0.4614035183,0.5385964817,0.29256421,0.70743579,0.0975211194,0.184090139,0.0070778784,0.0070181039,0.5998174816,0.001972351,0.0019886929,0.0081458469,0.0010840373,0.0052359689,0.0016205394,0.0037815919,0.0271295519,0.0,0.0535166976,0.7219969435,0.0095882805,0.010768834,0.2492733926,0.0083725494,0.9019515954,0.6068185303,0.2662232486,0.0392671703,0.0110291611,0.0052727327,0.0046021993,0.0667869577,0.0,0.0,ZA5284019,-28.9635774836,31.7124929028,5.8210520072,train,uMlalazi Local Municipality
1077,52804020: Ward 20,2066.81816,10688.00908,28.479446397,0.7724202114,0.1983619788,0.0084395862,0.0018864553,0.0004949395,0.0005228859,0.0020850117,0.0,0.0014754515,0.0048769215,0.0,0.0094365583,0.0,0.0,0.4315749543,0.3933900709,0.0015311055,0.037837102,0.1356667672,0.0991954367,0.9008045633,0.1339290003,0.8660709997,0.032977231,0.967022769,0.0042977995,0.0218619509,0.0155943056,0.0010863305,0.9394708214,0.0026647208,0.0009941664,0.0087521483,0.0014441614,0.0004364863,0.0001050589,0.00036876,0.00292329,0.0,0.0,0.9949082687,0.0012217542,0.0013150026,0.0003368841,0.0022180904,0.7615428539,0.2665624779,0.4872488444,0.0092520476,0.0025430781,0.0027483356,0.0030792452,0.2285659712,0.0,0.0,ZA5284020,-28.9207296417,31.6591827339,5.0400919608,train,uMlalazi Local Municipality
1078,52804021: Ward 21,1236.48467,6939.14199,35.8716262936,0.5485797652,0.3822672302,0.007367556,0.0,0.0,0.0008740181,0.0099392579,0.0016976838,0.0008740181,0.0163390865,0.0022828831,0.029778501,0.0,0.0,0.4115620756,0.3832744054,0.0001670552,0.0552420343,0.1497544295,0.0610493295,0.9389506705,0.0866336499,0.9133663501,0.0097091701,0.9902908299,0.0039157492,0.0138796987,0.0141291546,0.0001591984,0.9559238043,0.0029035607,0.0013325034,0.0064108286,0.000994378,0.0,0.0,0.0001755621,0.0001755621,0.0,0.0,0.9983429464,0.0006498411,0.0003374812,0.0,0.0006697312,0.2872673464,0.0941687211,0.2113452891,0.0083975323,0.0062907452,0.0023259569,0.0,0.6774717555,0.0,0.0,ZA5284021,-28.8926620648,31.6828894989,5.0731178645,train,uMlalazi Local Municipality
1079,52804022: Ward 22,1180.04517,7150.24808,37.1818156758,0.494799644,0.4716266243,0.0076055055,0.0017142988,0.0015251959,0.0,0.0026457547,0.0036594701,0.0010590188,0.0,0.0,0.0153644881,0.0,0.0,0.4888249402,0.2725457772,0.001119701,0.1005251037,0.1369844779,0.047179677,0.952820323,0.0735446508,0.9264553492,0.0195817928,0.9804182072,0.0049141763,0.0121286463,0.0104849649,0.001289593,0.9584206678,0.0014808367,0.0021254745,0.0042744391,0.0024277731,0.0,0.0009855812,0.0,0.001467847,0.0,0.0,0.9978706655,0.0001592392,0.0008353822,0.0001514759,0.0009832372,0.1364954869,0.0166987591,0.0991263326,0.112995217,0.0146471258,0.0103702725,0.0,0.7461622931,0.0,0.0,ZA5284022,-28.8454591857,31.7122316232,4.9088925178,train,uMlalazi Local Municipality
1080,52804023: Ward 23,1555.65219,9022.35434,34.5336569095,0.5776252788,0.2463426224,0.0970514881,0.0109056511,0.0232139872,0.0020098387,0.012139873,0.0040072325,0.002118462,0.0,0.0,0.0245855663,0.0,0.0,0.3679859075,0.4288099518,0.0,0.0614856155,0.1417185251,0.0772251476,0.9227748524,0.1094073541,0.8905926459,0.0190133503,0.9809866497,0.0022904942,0.0130873423,0.0102041647,0.0001284831,0.9619521716,0.0015394696,0.0010570933,0.0064994876,0.0027100188,0.0002612234,0.0,0.0001350257,0.0001350257,0.0,0.0,0.9974134656,0.0001245329,0.0009005787,0.0002469732,0.0013144496,0.8062773852,0.1231711891,0.3377959954,0.1383227828,0.0247054774,0.0258624198,0.00423101,0.3459111255,0.0,0.0,ZA5284023,-28.8009245025,31.7452873066,5.3045480885,train,uMlalazi Local Municipality
1081,52804024: Ward 24,1563.0964,9438.36242,34.5868904823,0.4059312721,0.3571604477,0.0684447741,0.0364813136,0.0031828939,0.0006544382,0.1031525375,0.005115014,0.0072762691,0.0,0.0018058707,0.0107951691,0.0,0.0,0.3505855871,0.458200981,0.0002466371,0.053115445,0.1378513499,0.0417127504,0.9582872496,0.0950958623,0.9049041377,0.0231921141,0.9768078859,0.0052395011,0.0109890302,0.0132279663,0.0004877975,0.9525095785,0.0022317685,0.0007361002,0.0075146574,0.0040818903,0.0006148715,0.0017440812,0.00012282,0.0004999374,0.0,0.0,0.9967792051,0.0002396793,0.0016295899,0.0003650866,0.0009864391,0.7871691535,0.0151292716,0.1413704171,0.2721034928,0.0192967753,0.0273787209,0.0006544382,0.5240668842,0.0,0.0,ZA5284024,-28.7776405158,31.6933410011,4.7514893111,train,uMlalazi Local Municipality
1082,52804025: Ward 25,1335.63214,6890.40616,35.4994669415,0.3770870473,0.4876493838,0.1051263112,0.0105999695,0.0,0.0,0.0054697471,0.0061557369,0.000765892,0.000765892,0.0008057683,0.0055742519,0.0,0.0,0.4315433693,0.3646935698,0.0003371282,0.0533195056,0.1501064271,0.0390575806,0.9609424194,0.0946888864,0.9053111136,0.039516734,0.960483266,0.0026031339,0.0162140964,0.0194510537,0.0008256175,0.9490442563,0.0020050429,0.0003313012,0.0056041007,0.0032423647,0.0001571881,0.0005218444,0.0,0.0,0.0,0.0,0.9974766175,0.0,0.0020204498,0.0003261288,0.0001768038,0.5690940022,0.0473479172,0.0905163828,0.235360082,0.0724308341,0.0835738424,0.1567269338,0.3140440077,0.0,0.0,ZA5284025,-28.7411848816,31.7014885339,4.829984544,train,uMlalazi Local Municipality
1083,52804026: Ward 26,2585.76678,9528.88257,31.0404594957,0.6319092977,0.2736775317,0.0500697747,0.0008135536,0.0022056359,0.0,0.0014872571,0.0054471425,0.001582432,0.0245430526,0.0,0.0082643223,0.0,0.0,0.3388437591,0.5029347224,0.0004732286,0.0270948401,0.1306534497,0.04054979,0.95945021,0.064142231,0.935857769,0.0268067989,0.9731932011,0.0044920724,0.0098807955,0.0115281628,0.001774038,0.9503872845,0.0039601873,0.001136723,0.0068928722,0.0018432161,0.0001603651,0.0,0.000789485,0.007154798,0.0,0.0,0.9926558472,0.0005904082,0.0030238824,0.0032611075,0.0004687549,0.8532167777,0.0998093223,0.3570831048,0.1949795758,0.0600040774,0.0242036097,0.017371791,0.246548519,0.0,0.0,ZA5284026,-28.8107089206,31.5940435453,4.2532390348,train,uMlalazi Local Municipality
1084,52805001: Ward 1,3051.47155,8258.92054,26.7607436812,0.7856762191,0.0278198563,0.0325903841,0.0169179031,0.0023315538,0.0009610085,0.0073978307,0.012569293,0.071587546,0.0277487267,0.0075362852,0.0068633935,0.0,0.0,0.3088711252,0.5626790133,0.0012083444,0.0183772055,0.1088643117,0.1795710434,0.8204289566,0.1845755468,0.8154244532,0.0655536736,0.9344463264,0.022310883,0.0430340125,0.0261006882,0.0010859276,0.872693105,0.0021470409,0.0012182113,0.0083416712,0.0022946897,0.001700129,0.0001470204,0.0021604748,0.0157974967,0.0,0.0009686496,0.948617279,0.0135739434,0.0079373363,0.026273281,0.0035981603,0.8604695528,0.6104775973,0.2666107079,0.0528676861,0.0068064865,0.0032755278,0.0,0.0599619944,0.0,0.0,ZA5285001,-28.4833357449,31.5439794055,0.687174062,train,Ntambanana Local Municipality
1085,52805002: Ward 2,1558.11797,7116.82153,29.2339899013,0.5931808745,0.3724751278,0.0073771372,0.0025394226,0.0,0.0007539801,0.002052136,0.004156046,0.0026136917,0.002310223,0.0030009345,0.0095404265,0.0,0.0,0.3225813533,0.5320833133,0.0001578767,0.0272068365,0.1179706202,0.060998706,0.939001294,0.1178687901,0.8821312099,0.043894738,0.956105262,0.0122896745,0.0246847106,0.0071714093,0.0010680105,0.9288584141,0.0006441499,0.0003865841,0.005938845,0.0107493956,0.0005851194,0.0001599872,0.0063385108,0.0009846769,0.0,0.0001405122,0.975394735,0.0093295258,0.0011148376,0.0087221451,0.0054387566,0.6993298267,0.1153324546,0.4473542526,0.1569169631,0.0226511604,0.0091491339,0.0084320766,0.2401639588,0.0,0.0,ZA5285002,-28.6050322576,31.3892974919,4.700359021,train,Mthonjaneni Local Municipality
1086,52805003: Ward 3,1424.57752,8845.29412,35.6660731246,0.2380633453,0.6473248574,0.0975877466,0.0007554591,0.0014766904,0.00202201,0.0091047555,0.0014735316,0.0,0.0,0.0,0.0021916041,0.0,0.0,0.4029511152,0.3986353582,0.0,0.0391992618,0.1592142648,0.0140227118,0.9859772882,0.0701304482,0.9298695518,0.0200511447,0.9799488553,0.0014493356,0.0088861545,0.0101148689,0.0006506126,0.9685483291,0.0023658015,0.0006511225,0.0057241624,0.0014808891,0.0,0.0001287238,0.0,0.0,0.0,0.0,0.998281095,0.0005273742,0.0008068607,0.0003846701,0.0,0.6011844059,0.0730654658,0.032787784,0.0862971851,0.0429789388,0.0653585492,0.00202201,0.6974900671,0.0,0.0,ZA5285003,-28.5726779895,31.4503567977,3.7540461266,train,Mthonjaneni Local Municipality
1087,52805004: Ward 4,1544.81129,7722.11335,37.4919366365,0.3769206205,0.5775633929,0.0190648205,0.0027235171,0.0011650614,0.0,0.0078776742,0.0060903167,0.0045966326,0.0,0.0011650614,0.0028329027,0.0,0.0,0.3651104059,0.4601638902,0.0004739182,0.0245106412,0.1497411444,0.0292870335,0.9707129665,0.0687965324,0.9312034676,0.0178982703,0.9821017297,0.0064581349,0.0138857053,0.0146825545,0.0015577769,0.9340213997,0.0039197948,0.0008361675,0.0091373652,0.0103112213,0.0015308128,0.0004585791,0.000791545,0.0020204482,0.0,0.0003884947,0.9914872164,0.0018080245,0.0019121683,0.003945249,0.0008473419,0.8104871372,0.0731920143,0.2244401062,0.2875464485,0.1661347711,0.012047478,0.0488076961,0.1878314859,0.0,0.0,ZA5285004,-28.5512371955,31.2898549646,0.2569420663,train,Mthonjaneni Local Municipality
1088,52805005: Ward 5,1790.42853,9960.32939,31.096606241,0.278658674,0.6205985055,0.0404469203,0.0282603852,0.0,0.0,0.0071282264,0.0068591065,0.0030157026,0.0016088383,0.0,0.0134236411,0.0,0.0,0.4661052329,0.3578390313,0.0006835678,0.0283552932,0.1470168749,0.044939705,0.955060295,0.1036509064,0.8963490936,0.0230960853,0.9769039147,0.0008297607,0.0065354736,0.0122225857,0.0016252605,0.9650651985,0.0015491034,0.0002366237,0.005774806,0.0058127746,0.0001128055,0.0,0.0,0.0002356077,0.0,0.0,0.9970494219,0.0007088551,0.0015406197,0.0002327674,0.0004683359,0.4014544552,0.1283815222,0.2058791367,0.2589698568,0.0434735588,0.0340541993,0.0660394414,0.2632022849,0.0,0.0,ZA5285005,-28.7077249139,31.3599091137,0.8729257122,train,Mthonjaneni Local Municipality
1089,52805006: Ward 6,1063.30611,5914.32867,32.7367468997,0.1193792162,0.7025406635,0.0693899427,0.0152245434,0.0029905499,0.0010121356,0.0680204593,0.0030364069,0.0059085713,0.0124975112,0.0,0.0,0.0,0.0,0.3955100182,0.4268268557,0.0,0.0209102126,0.1567529134,0.0411319935,0.9588680065,0.0711774148,0.9288225852,0.0419988558,0.9580011442,0.0015600942,0.0069796966,0.0245720585,0.0003885175,0.955469913,0.0015436697,0.0009837803,0.0051215771,0.0018023466,0.0003984983,0.0007913307,0.0,0.0003885175,0.0,0.0,0.9968120152,0.0015958227,0.0005748869,0.0008247597,0.0001925155,0.6098117314,0.0489871444,0.1333283696,0.0920289925,0.0669765549,0.0521186604,0.0029362288,0.6036240495,0.0,0.0,ZA5285006,-28.7157764949,31.4447467679,2.4573234201,train,Mthonjaneni Local Municipality
1090,54303001: Ward 1,3453.91234,11440.57785,31.1044156378,0.7181680789,0.0768366692,0.0330533287,0.000327944,0.0011850503,0.0003618187,0.009125275,0.060644718,0.0953366379,0.0030517914,0.0012447276,0.0006639601,0.0,0.0,0.2886211932,0.5318805728,0.0,0.0476059808,0.1318922532,0.1802525799,0.8197474201,0.0531470813,0.9468529187,0.0160544926,0.9839455074,0.0056079484,0.0234043187,0.0026245248,0.8529267864,0.0612634789,0.0014828421,0.0381551357,0.0007742922,0.0097275462,0.0003570265,0.0004550268,0.0004393939,0.0027816794,0.0,0.0,0.9926154394,0.0051657356,0.0004030268,0.0003213771,0.001494421,0.8085356011,0.0828214332,0.1015143714,0.6683199262,0.0719448109,0.0358394736,0.0348308232,0.0047291617,0.0,0.0,ZA5433001,-30.5445303956,29.4524411985,8.9040597947,train,Greater Kokstad Local Municipality
1091,54303002: Ward 2,1866.23138,7326.74439,15.8679005815,0.5102032847,0.312948194,0.0795005387,0.0011860266,0.0,0.001378425,0.0061440399,0.0197327515,0.0503555031,0.0067508242,0.0028932104,0.0089072021,0.0,0.0,0.2934185643,0.5302188958,0.0,0.0323311115,0.1440314284,0.1502861612,0.8497138388,0.152959297,0.847040703,0.070598486,0.929401514,0.1016069308,0.0486617058,0.0021459367,0.5597336923,0.1938756239,0.0014670104,0.0482661317,0.0020873432,0.0064991376,0.0004171293,0.0001925152,0.0001858301,0.0006029595,0.0,0.0342580533,0.8672384693,0.0878642253,0.0012032397,0.0432769363,0.0004171293,0.466890247,0.2340882672,0.5062337286,0.1475336568,0.0272030792,0.019997081,0.0019853648,0.0629588224,0.0,0.0,ZA5433002,-30.1187073396,29.2823884693,0.0,train,Greater Kokstad Local Municipality
1092,54303003: Ward 3,1898.68036,6774.84122,9.5467901717,0.8640842053,0.0120654958,0.0350140189,0.0031505988,0.0015800448,0.0081441249,0.042247959,0.0067299164,0.0047389072,0.0064777517,0.0017814373,0.0139855399,0.0,0.0,0.2721472637,0.5113138607,0.001024982,0.035192875,0.1803210187,0.5106181116,0.4893818884,0.5704693864,0.4295306136,0.2224050393,0.7775949607,0.1844587451,0.2576270252,0.0045871953,0.3636582777,0.0476692471,0.0023937432,0.0164155522,0.0032704752,0.0016328132,0.0002009685,0.0003754346,0.0005149641,0.0206619307,0.0,0.0965336277,0.563356924,0.2764835867,0.0637186166,0.0854099987,0.011030874,0.9583840326,0.8049058294,0.1884073578,0.0023081189,0.0016684483,0.0,0.0,0.0027102456,0.0,0.0,ZA5433003,-30.5510765902,29.412452174,8.8561123766,train,Greater Kokstad Local Municipality
1093,54303004: Ward 4,3419.44681,11614.35801,23.2730433962,0.9408140114,0.0087763055,0.0177888803,0.000662499,0.0,0.0009937485,0.0099760084,0.0095626199,0.0003312495,0.0053197377,0.0010526849,0.0047222551,0.0,0.0,0.3452198664,0.5052076865,0.0002063145,0.0287304713,0.1206356614,0.2484322428,0.7515677572,0.1784026932,0.8215973068,0.0659604236,0.9340395764,0.0871751361,0.0997474005,0.002754649,0.7211393633,0.0449277644,0.001531909,0.026306544,0.0032875704,0.0050609771,0.0003085207,0.0008523726,0.000517258,0.0063044346,0.0,8.61e-05,0.8598081479,0.1139262092,0.0115131392,0.0131749202,0.0015775835,0.9791899497,0.4021490716,0.5835459245,0.0047426122,0.0009288812,0.0013451299,0.0,0.0072883807,0.0,0.0,ZA5433004,-30.524084851,29.4427301077,8.5050156969,train,Greater Kokstad Local Municipality
1094,54303005: Ward 5,1034.54644,3437.14931,17.4142641678,0.7117137728,0.0079989063,0.0951511563,0.0017396996,0.001044622,0.0012079593,0.0339990827,0.0212698523,0.0050871472,0.109110259,0.0058953178,0.0057822247,0.0,0.0,0.2967327684,0.5273240137,0.0,0.0869821102,0.0889611077,0.3374947576,0.6625052424,0.244390943,0.755609057,0.1181793927,0.8818206073,0.1453493797,0.1071364048,0.0018565647,0.6599209128,0.0513154839,0.0003769548,0.0184146437,0.0031411466,0.0051185266,0.0,0.0003438838,0.0003961219,0.0066299767,0.0,0.0,0.790688639,0.1887922116,0.0066722036,0.0092115521,0.0046353936,0.8229156827,0.4546449747,0.4482582242,0.0933037573,0.0020533443,0.0,0.0,0.0017396996,0.0,0.0,ZA5433005,-30.5514310913,29.4349568637,9.0825517866,train,Greater Kokstad Local Municipality
1095,54303006: Ward 6,2920.66982,9629.39528,15.9732564361,0.5949985507,0.2613523805,0.0426673564,0.002559567,0.0009862498,0.0010223819,0.0059943407,0.0129197042,0.002657072,0.0688458615,0.0050102856,0.0009862498,0.0,0.0,0.2849958933,0.5527417346,0.0031382583,0.0412617177,0.117862396,0.313583923,0.686416077,0.324986958,0.675013042,0.1283645578,0.8716354422,0.0543654689,0.1302791301,0.0011368274,0.6429572948,0.067352057,0.0013034546,0.0852005558,0.0024084908,0.0042603994,0.0019021672,0.0002578168,0.0012573178,0.0020227366,0.0,0.0052962827,0.8280826478,0.0436512863,0.0126747897,0.1142280027,0.0013632736,0.6123183791,0.4059080256,0.2972337558,0.1148192232,0.0703539334,0.0302069338,0.0050789548,0.0763991734,0.0,0.0,ZA5433006,-30.4940818301,29.3881480516,4.5999240177,train,Greater Kokstad Local Municipality
1096,54303007: Ward 7,2011.93096,6936.5752,22.8450617411,0.9381286573,0.006338299,0.0249685456,0.0005371506,0.0032561157,0.0060893243,0.0100078782,0.0049840925,0.0008945635,0.0024690957,0.0005371506,0.001789127,0.0,0.0,0.3115901591,0.5089429291,0.0003671754,0.0521196008,0.1269801357,0.1901268719,0.8098731281,0.1120053493,0.8879946507,0.014807854,0.985192146,0.0455910461,0.0324893472,0.0014012982,0.8106398746,0.0512689028,0.0034208784,0.0367468603,0.0028829544,0.0054951095,0.000366681,0.0,0.0001766837,0.0034655027,0.0,0.0060548612,0.9378794077,0.0599014655,0.0006732342,0.0003504323,0.0011954603,0.9626419189,0.416482159,0.5798018636,0.0005629865,0.0015157031,0.0,0.0,0.0016372878,0.0,0.0,ZA5433007,-30.520069222,29.4176307627,8.2052982067,train,Greater Kokstad Local Municipality
1097,54303008: Ward 8,2534.3388,8821.46995,23.9114174474,0.699294822,0.0461538844,0.0679822287,0.0,0.0099594735,0.0020766324,0.0095380065,0.0121973076,0.1451310969,0.0050429485,0.0007101655,0.001913434,0.0,0.0,0.3103333079,0.5305233103,0.0004380347,0.0509584449,0.1077469022,0.2431793926,0.7568206074,0.1563337112,0.8436662888,0.0611530274,0.9388469726,0.0090520787,0.0368842814,0.0019832613,0.7994915983,0.0822465161,0.0024028263,0.0519768681,0.0027706856,0.0074701507,0.0001345649,0.0001543428,0.0001543428,0.0052784831,0.0,0.0,0.9962193149,0.0020098351,0.0005296986,0.0008266649,0.0004144865,0.8029653375,0.3132254101,0.4936736517,0.1242237265,0.0425225073,0.0029705065,0.0,0.0233841979,0.0,0.0,ZA5433008,-30.5453622777,29.4397571116,9.0492600053,train,Greater Kokstad Local Municipality
